Table 6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Total area actually reporting,1,552,4,47,29,472,2919,506,2114,299
,"Rate per 100,000 inhabitants",,387.6,2.8,33,20.4,331.5,2049.9,355.3,1484.6,210
"Mount Vernon-Anacortes, WA M.S.A.",,129233,,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,36274,55,0,13,17,25,1140,126,899,115
,City of Anacortes,17483,20,1,2,6,11,387,67,306,14
,Total area actually reporting,1,201,2,40,42,117,3178,506,2433,239
,"Rate per 100,000 inhabitants",,155.5,1.5,31,32.5,90.5,2459.1,391.5,1882.6,184.9
"Muskegon, MI M.S.A.4",,173362, ,,,,, ,,,
,Includes Muskegon County,,,,,,,,,,
,City of Muskegon,37178,308,8,27,46,227,1293,252,911,130
,Total area actually reporting,1,786,17,127,103,539,,,3434,264
,"Rate per 100,000 inhabitants",,453.4,9.8,73.3,59.4,310.9,,,1980.8,152.3
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC M.S.A.3",,495661,,,,,,,,,
,"Includes Brunswick County, NC3 and Horry County, SC",, ,,,,,,,,
,"City of Myrtle Beach, SC",34860,415,3,52,98,262,3916,304,3384,228
,"City of Conway, SC",26127,111,1,14,11,85,884,90,739,55
,"City of North Myrtle Beach, SC",16942,71,1,15,10,45,1115,108,910,97
,Total area actually reporting,0.82,1586,19,253,223,1091,13645,1862,10789,994
,Estimated total,1,1772,22,274,241,1235,14926,2275,11542,1109
,"Rate per 100,000 inhabitants",,357.5,4.4,55.3,48.6,249.2,3011.3,459,2328.6,223.7
"Napa, CA M.S.A.",,138570, ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,79526,280,1,66,55,158,1232,248,847,137
,Total area actually reporting,1,753,1,90,70,592,2162,395,1578,189
,"Rate per 100,000 inhabitants",,543.4,0.7,64.9,50.5,427.2,1560.2,285.1,1138.8,136.4
"Naples-Marco Island, FL M.S.A.",,383360,,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,22369,11,1,2,1,7,323,29,275,19
,City of Marco Island,18124,7,0,1,2,4,83,7,74,2
,Total area actually reporting,1,896,9,127,147,613,4308,469,3530,309
,"Rate per 100,000 inhabitants",,233.7,2.3,33.1,38.3,159.9,1123.7,122.3,920.8,80.6
"Nashville-Davidson–Murfreesboro–Franklin, TN M.S.A.",,1941822,,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Macon, Maury, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Metropolitan Nashville Police Department,687361,7376,83,438,1978,4877,27777,3374,21655,2748
,City of Murfreesboro,145929,611,4,96,106,405,4228,510,3454,264
,City of Franklin,83517,138,0,15,10,113,926,58,814,54
,Total area actually reporting,1,11078,118,804,2313,7843,47565,5896,37196,4473
,"Rate per 100,000 inhabitants",,570.5,6.1,41.4,119.1,403.9,2449.5,303.6,1915.5,230.4
"New Bern, NC M.S.A.3",,124876,,,,,,,,,
,"Includes Craven, Jones, and Pamlico Counties3",, ,,,,,,,,
,City of New Bern3,30187,125,0,5,21,99,999,195,787,17
,Total area actually reporting,0.889,321,4,29,38,250,2683,810,1738,135
,Estimated total,1,355,4,32,42,277,2954,881,1919,154
,"Rate per 100,000 inhabitants",,284.3,3.2,25.6,33.6,221.8,2365.5,705.5,1536.7,123.3
"New Haven-Milford, CT M.S.A.",,802507,,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,130494,1168,13,45,321,789,4958,659,3580,719
,City of Milford,54898,29,1,0,16,12,1028,95,853,80
,Total area actually reporting,1,2189,28,208,643,1310,16938,2046,12729,2163
,"Rate per 100,000 inhabitants",,272.8,3.5,25.9,80.1,163.2,2110.6,255,1586.2,269.5
"New Orleans-Metairie, LA M.S.A.",,1273092,,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,394498,4516,121,774,1013,2608,20879,2143,15785,2951
,Total area actually reporting,0.954,6765,198,955,1377,4235,38541,4351,30206,3984
,Estimated total,1,7021,203,975,1398,4445,40101,4699,31317,4085
,"Rate per 100,000 inhabitants",,551.5,15.9,76.6,109.8,349.1,3149.9,369.1,2459.9,320.9
"Niles, MI M.S.A.",,153430,,,,,,,,,
,Includes Berrien County,,,,,,,,,,
,City of Niles,11106,86,0,20,17,49,366,49,274,43
,Total area actually reporting,1,845,5,168,79,593,3340,503,2540,297
,"Rate per 100,000 inhabitants",,550.7,3.3,109.5,51.5,386.5,2176.9,327.8,1655.5,193.6
"North Port-Sarasota-Bradenton, FL M.S.A.",,831795,,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,70181,95,1,22,8,64,967,89,847,31
,City of Sarasota,58470,319,4,28,66,221,1857,264,1462,131
,City of Bradenton,58782,360,6,22,57,275,1474,204,1191,79
,City of Venice,23726,20,1,1,3,15,283,30,242,11
,Total area actually reporting,1,2732,26,286,380,2040,13924,1872,11213,839
,"Rate per 100,000 inhabitants",,328.4,3.1,34.4,45.7,245.3,1674,225.1,1348,100.9
"Norwich-New London, CT M.S.A.",,174879,,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,38964,149,0,26,22,101,533,112,368,53
,City of New London,26856,79,0,19,32,28,461,90,329,42
,Total area actually reporting,1,339,3,82,59,195,2322,338,1835,149
,"Rate per 100,000 inhabitants",,193.8,1.7,46.9,33.7,111.5,1327.8,193.3,1049.3,85.2
"Ocala, FL M.S.A.",,361126,,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,60932,493,7,52,108,326,2548,252,2131,165
,Total area actually reporting,1,1556,31,227,211,1087,6841,1198,4947,696
,"Rate per 100,000 inhabitants",,430.9,8.6,62.9,58.4,301,1894.4,331.7,1369.9,192.7
"Ocean City, NJ M.S.A.",,91575,,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,10962,6,0,0,2,4,323,37,285,1
,Total area actually reporting,1,161,0,24,23,114,1909,291,1573,45
,"Rate per 100,000 inhabitants",,175.8,0,26.2,25.1,124.5,2084.6,317.8,1717.7,49.1
"Odessa, TX M.S.A.",,164546,,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,123468,1282,13,141,128,1000,3624,469,2656,499
,Total area actually reporting,1,1451,17,152,147,1135,5205,707,3641,857
,"Rate per 100,000 inhabitants",,881.8,10.3,92.4,89.3,689.8,3163.2,429.7,2212.8,520.8
"Ogden-Clearfield, UT M.S.A.3, 4",,683537,,,,,,,,,
,"Includes Box Elder,3 Davis, Morgan,4 and Weber Counties",,,,,,,,,,
,City of Ogden,87875,384,6,84,63,231,3211,484,2382,345
,City of Clearfield,32217,56,0,12,5,39,369,38,292,39
,Total area actually reporting,0.995,1162,9,360,121,672,,,8619,978
,Estimated total,1,1167,9,361,122,675,,,8703,984
,"Rate per 100,000 inhabitants",,170.7,1.3,52.8,17.8,98.8,,,1273.2,144
"Oklahoma City, OK M.S.A.3",,1411162,,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City3,657819,4751,75,539,888,3249,26918,6206,16922,3790
,Total area actually reporting,1,6506,108,886,1133,4379,43321,9577,28189,5555
,"Rate per 100,000 inhabitants",,461,7.7,62.8,80.3,310.3,3069.9,678.7,1997.6,393.6
"Olympia-Lacey-Tumwater, WA M.S.A.",,289877,,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia,53286,254,2,25,70,157,1854,244,1409,201
,City of Lacey,51816,105,0,29,17,59,1436,180,1136,120
,City of Tumwater,24167,73,0,14,18,41,648,99,483,66
,Total area actually reporting,1,715,5,99,129,482,6005,1108,4274,623
,"Rate per 100,000 inhabitants",,246.7,1.7,34.2,44.5,166.3,2071.6,382.2,1474.4,214.9
"Omaha-Council Bluffs, NE-IA M.S.A.",,947962,,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE",470481,2883,23,379,519,1962,17144,1684,12307,3153
,"City of Council Bluffs, IA ",62427,493,6,39,57,391,3649,529,2629,491
,Total area actually reporting,0.997,3891,34,571,629,2657,25055,2792,18061,4202
,Estimated total,1,3916,34,588,629,2665,25089,2792,18095,4202
,"Rate per 100,000 inhabitants",,413.1,3.6,62,66.4,281.1,2646.6,294.5,1908.8,443.3
"Orlando-Kissimmee-Sanford, FL M.S.A.",,2614835,,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,292120,2157,25,204,536,1392,14100,1464,11362,1274
,City of Kissimmee,75544,368,3,42,54,269,1899,257,1504,138
,City of Sanford,60844,497,2,62,116,317,2127,315,1689,123
,Total area actually reporting,1,11242,120,1179,2298,7645,62756,9389,47901,5466
,"Rate per 100,000 inhabitants",,429.9,4.6,45.1,87.9,292.4,2400,359.1,1831.9,209
"Oshkosh-Neenah, WI M.S.A.3",,171309,,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh3,66797,190,0,50,16,124,1067,213,794,60
,City of Neenah3,26133,45,1,10,0,34,330,28,288,14
,Total area actually reporting,1,338,1,86,21,230,2008,339,1563,106
,"Rate per 100,000 inhabitants",,197.3,0.6,50.2,12.3,134.3,1172.2,197.9,912.4,61.9
"Owensboro, KY M.S.A.",,119217,,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,60107,135,6,30,33,66,2432,358,1874,200
,Total area actually reporting,1,159,8,41,34,76,2896,490,2152,254
,"Rate per 100,000 inhabitants",,133.4,6.7,34.4,28.5,63.7,2429.2,411,1805.1,213.1
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,847049,,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,211349,724,13,62,275,374,4242,670,2987,585
,City of Thousand Oaks,127811,88,0,27,23,38,1392,244,1084,64
,City of Ventura,111596,458,3,56,106,293,2969,353,2362,254
,City of Camarillo,69628,58,0,22,16,20,817,100,676,41
,Total area actually reporting,1,1830,24,232,527,1047,12634,1946,9454,1234
,"Rate per 100,000 inhabitants",,216,2.8,27.4,62.2,123.6,1491.5,229.7,1116.1,145.7
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,599498,,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,115520,396,8,71,59,258,1981,334,1499,148
,City of Melbourne,83668,579,1,80,87,411,2802,439,2219,144
,City of Titusville,46866,377,2,37,52,286,1492,289,1031,172
,Total area actually reporting,1,2224,23,262,332,1607,12269,2019,9322,928
,"Rate per 100,000 inhabitants",,371,3.8,43.7,55.4,268.1,2046.5,336.8,1555,154.8
"Panama City, FL M.S.A.",,186063,,,,,,,,,
,Includes Bay County,,,,,,,,,,
,City of Panama City,37199,228,2,5,42,179,1914,384,1308,222
,Total area actually reporting,1,826,8,91,103,624,5707,1097,4139,471
,"Rate per 100,000 inhabitants",,443.9,4.3,48.9,55.4,335.4,3067.2,589.6,2224.5,253.1
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,497168,,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,52801,312,3,35,38,236,1888,287,1508,93
,Total area actually reporting,1,2037,32,247,355,1403,10827,2189,7862,776
,"Rate per 100,000 inhabitants",,409.7,6.4,49.7,71.4,282.2,2177.7,440.3,1581.4,156.1
"Peoria, IL M.S.A.",,399839,,,,,,,,,
,"Includes Fulton, Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,110955,1158,25,65,268,800,4160,758,2959,443
,Total area actually reporting,0.949,1775,30,193,309,1243,7432,1481,5290,661
,Estimated total,1,1807,30,198,312,1267,7735,1524,5530,681
,"Rate per 100,000 inhabitants",,451.9,7.5,49.5,78,316.9,1934.5,381.2,1383.1,170.3
"Phoenix-Mesa-Chandler, AZ M.S.A.3, 4",,4949304,,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,1688722,11803,131,1139,3197,7336,55974,9471,39427,7076
,City of Mesa,518160,1953,11,286,390,1266,9683,1518,7326,839
,City of Chandler,259881,593,4,134,102,353,5382,547,4458,377
,City of Scottsdale,260464,415,3,136,110,166,5099,662,4173,264
,City of Tempe,196499,889,8,141,209,531,7420,922,5891,607
,City of Casa Grande3,58366,274,2,27,33,212,1336,149,1071,116
,Total area actually reporting,0.913,19721,208,2313,4672,12528,,,85599,11791
,Estimated total,1,21110,226,2464,4805,13615,,,89332,12465
,"Rate per 100,000 inhabitants",,426.5,4.6,49.8,97.1,275.1,,,1804.9,251.9
"Pine Bluff, AR M.S.A.4",,88005, ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff4,41505,644,23,23,96,502,,,1448,271
,Total area actually reporting,0.986,782,28,50,102,602,,,1906,366
,Estimated total,1,788,28,51,102,607,,,1924,368
,"Rate per 100,000 inhabitants",,895.4,31.8,58,115.9,689.7,,,2186.2,418.2
"Pittsfield, MA M.S.A.3",,124775, ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,42268,300,2,36,31,231,796,263,490,43
,Total area actually reporting,0.902,446,2,73,43,328,1617,431,1119,67
,Estimated total,1,475,2,76,46,351,1730,450,1205,75
,"Rate per 100,000 inhabitants",,380.7,1.6,60.9,36.9,281.3,1386.5,360.6,965.7,60.1
"Pocatello, ID M.S.A.",,95848,,,,,,,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,56514,233,1,30,9,193,1326,226,1012,88
,Total area actually reporting,1,287,1,42,15,229,2018,288,1614,116
,"Rate per 100,000 inhabitants",,299.4,1,43.8,15.6,238.9,2105.4,300.5,1683.9,121
"Portland-South Portland, ME M.S.A.3",,539924,,,,,,,,,
,"Includes Cumberland, Sagadahoc,3 and York Counties",, ,,,,,,,,
,City of Portland,66458,161,3,29,43,86,1715,181,1460,74
,City of South Portland,25686,48,0,17,8,23,563,39,505,19
,Total area actually reporting,1,619,6,175,93,345,6784,837,5699,248
,"Rate per 100,000 inhabitants",,114.6,1.1,32.4,17.2,63.9,1256.5,155,1055.5,45.9
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,2500376,,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR",662114,3606,29,368,979,2230,34452,4200,23820,6432
,"City of Vancouver, WA",185034,889,3,206,185,495,5998,888,4302,808
,"City of Hillsboro, OR",110549,274,0,77,56,141,2164,175,1779,210
,"City of Beaverton, OR",100130,217,1,53,49,114,1988,185,1601,202
,"City of Tigard, OR",55621,119,0,13,29,77,1410,137,1158,115
,Total area actually reporting,0.985,7514,59,1246,1666,4543,68398,8444,48993,10961
,Estimated total,1,7565,59,1255,1668,4583,68684,8483,49221,10980
,"Rate per 100,000 inhabitants",,302.6,2.4,50.2,66.7,183.3,2746.9,339.3,1968.5,439.1
"Port St. Lucie, FL M.S.A.",,486186,,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,199433,293,7,43,47,196,1696,177,1438,81
,Total area actually reporting,1,1161,24,200,194,743,6184,764,4991,429
,"Rate per 100,000 inhabitants",,238.8,4.9,41.1,39.9,152.8,1271.9,157.1,1026.6,88.2
"Poughkeepsie-Newburg-Middletown, NY M.S.A.",,672535,,,,,,,,,
,Includes Dutchess and Orange Counties,, ,,,,, ,,,
,City of Poughkeepsie,30422,235,3,26,63,143,513,73,402,38
,City of Newburgh,28070,317,3,19,82,213,640,137,484,19
,City of Middletown,27801,87,3,16,16,52,308,45,249,14
,City of Woodbury Town,11006,3,0,0,1,2,460,5,450,5
,Total area actually reporting,0.897,1263,16,245,234,768,7372,690,6449,233
,Estimated total,1,1286,16,246,235,789,7443,696,6512,235
,"Rate per 100,000 inhabitants",,191.2,2.4,36.6,34.9,117.3,1106.7,103.5,968.3,34.9
"Prescott Valley-Prescott, AZ M.S.A.",,234899,,,,,,,,,
,Includes Yavapai County,, ,,,,,,,,
,City of Prescott Valley,46700,93,3,11,6,73,474,51,404,19
,City of Prescott,43781,214,1,20,11,182,684,134,518,32
,Total area actually reporting,1,651,9,35,28,579,3143,520,2413,210
,"Rate per 100,000 inhabitants",,277.1,3.8,14.9,11.9,246.5,1338,221.4,1027.3,89.4
"Providence-Warwick, RI-MA M.S.A.",,1620927,,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",, ,,,,, ,,,
,"City of Providence, RI ",179762,892,13,106,241,532,5413,715,4224,474
,"City of Warwick, RI",80749,76,2,29,8,37,1239,108,1073,58
,Total area actually reporting,0.995,4566,38,724,779,3025,22801,3637,17335,1829
,Estimated total,1,4580,38,726,780,3036,22854,3647,17375,1832
,"Rate per 100,000 inhabitants",,282.6,2.3,44.8,48.1,187.3,1409.9,225,1071.9,113
"Provo-Orem, UT M.S.A.3",,646530,,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,117189,135,1,44,13,77,1767,163,1476,128
,City of Orem,98686,89,2,37,11,39,1970,156,1673,141
,Total area actually reporting,1,583,7,204,51,321,8264,859,6865,540
,"Rate per 100,000 inhabitants",,90.2,1.1,31.6,7.9,49.6,1278.2,132.9,1061.8,83.5
"Pueblo, CO M.S.A.5",,167847, ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo5,112381,,5,110,,481,4801,894,3208,699
,Total area actually reporting,1,,7,110,,519,5859,1077,3928,854
,"Rate per 100,000 inhabitants",,,4.2,65.5,,309.2,3490.7,641.7,2340.2,508.8
"Punta Gorda, FL M.S.A.",,187062, ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,20458,18,0,0,4,14,278,11,260,7
,Total area actually reporting,1,367,2,41,20,304,2114,273,1708,133
,"Rate per 100,000 inhabitants",,196.2,1.1,21.9,10.7,162.5,1130.1,145.9,913.1,71.1
"Racine, WI M.S.A.3",,196488, ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,77269,291,4,45,53,189,990,212,682,96
,Total area actually reporting,0.791,364,4,53,61,246,1798,291,1366,141
,Estimated total,1,625,1,77,131,416,2801,546,2067,188
,"Rate per 100,000 inhabitants",,318.1,0.5,39.2,66.7,211.7,1425.5,277.9,1052,95.7
"Raleigh-Cary, NC M.S.A.3",,1392882, ,,,,, ,,,
,"Includes Franklin, Johnston, and Wake Counties3",,,,,,,,,,
,City of Raleigh3,477828,1222,5,164,322,731,8520,1200,6572,748
,City of Cary3,172525,114,1,12,34,67,1560,185,1298,77
,Total area actually reporting,0.993,2366,24,295,516,1531,19161,3046,14705,1410
,Estimated total,1,2404,24,299,521,1560,19469,3117,14921,1431
,"Rate per 100,000 inhabitants",,172.6,1.7,21.5,37.4,112,1397.7,223.8,1071.2,102.7
"Rapid City, SD M.S.A.",,140743, ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,76343,540,4,114,64,358,2454,488,1646,320
,Total area actually reporting,1,749,5,182,69,493,3382,693,2282,407
,"Rate per 100,000 inhabitants",,532.2,3.6,129.3,49,350.3,2403,492.4,1621.4,289.2
"Reno, NV M.S.A.3",,475735,,,,,,,,,
,Includes Storey and Washoe3 Counties,, ,,,,,,,,
,City of Reno3,254349,1419,12,178,308,921,5344,822,3343,1179
,Total area actually reporting,1,2231,15,300,413,1503,8883,1556,5648,1679
,"Rate per 100,000 inhabitants",,469,3.2,63.1,86.8,315.9,1867.2,327.1,1187.2,352.9
"Richmond, VA M.S.A.",,1287449,,,,,,,,,
,"Includes Amelia, Charles City, Chesterfield, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,230721,1068,55,45,385,583,8074,986,6234,854
,Total area actually reporting,1,2932,107,344,776,1705,27824,2788,22939,2097
,"Rate per 100,000 inhabitants",,227.7,8.3,26.7,60.3,132.4,2161.2,216.6,1781.7,162.9
"Riverside-San Bernardino-Ontario, CA M.S.A.",,4632925,,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,333260,1686,17,139,476,1054,9790,1302,6997,1491
,City of San Bernardino,216715,2858,46,140,906,1766,9081,2029,4974,2078
,City of Ontario,183322,659,10,85,223,341,4290,710,2652,928
,City of Corona,170875,291,4,43,103,141,3482,646,2251,585
,City of Temecula,116630,166,1,8,72,85,2626,318,2018,290
,City of Chino,93348,329,3,35,96,195,2224,376,1649,199
,City of Redlands,71941,257,1,40,70,146,2108,330,1534,244
,City of Palm Desert,53776,136,3,7,24,102,1848,338,1382,128
,Total area actually reporting,1,19730,265,1386,5252,12827,105402,20268,65805,19329
,"Rate per 100,000 inhabitants",,425.9,5.7,29.9,113.4,276.9,2275.1,437.5,1420.4,417.2
"Roanoke, VA M.S.A.",,313075, ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,99752,386,13,41,106,226,4402,519,3585,298
,Total area actually reporting,1,748,18,101,144,485,7487,887,6051,549
,"Rate per 100,000 inhabitants",,238.9,5.7,32.3,46,154.9,2391.4,283.3,1932.8,175.4
"Rochester, MN M.S.A.3",,221013, ,,,,, ,,,
,"Includes Dodge,3 Fillmore, Olmsted,3 and Wabasha Counties",,,,,,,,,,
,City of Rochester3,118267,254,1,62,34,157,2225,282,1816,127
,Total area actually reporting,1,337,2,72,37,226,2813,408,2235,170
,"Rate per 100,000 inhabitants",,152.5,0.9,32.6,16.7,102.3,1272.8,184.6,1011.3,76.9
"Rochester, NY M.S.A.",,1064123,,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, Wayne, and Yates Counties",,,,,,,,,,
,City of Rochester,205769,1540,33,102,429,976,7142,1269,5222,651
,Total area actually reporting,0.992,2642,38,465,607,1532,17751,2625,14060,1066
,Estimated total,1,2647,38,465,607,1537,17819,2633,14118,1068
,"Rate per 100,000 inhabitants",,248.7,3.6,43.7,57,144.4,1674.5,247.4,1326.7,100.4
"Rockford, IL M.S.A.",,334726, ,,,,, ,,,
,Includes Boone and Winnebago Counties,,,,,,,,,,
,City of Rockford,145717,1711,14,125,282,1290,4848,1001,3458,389
,Total area actually reporting,0.994,2121,20,224,315,1562,7201,1419,5237,545
,Estimated total,1,2124,20,225,315,1564,7233,1424,5262,547
,"Rate per 100,000 inhabitants",,634.5,6,67.2,94.1,467.2,2160.9,425.4,1572,163.4
"Sacramento-Roseville-Folsom, CA M.S.A.",,2350381,,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,513934,3223,34,127,1039,2023,16354,2993,10644,2717
,City of Roseville,141744,259,4,32,96,127,3154,389,2518,247
,City of Folsom,79927,82,0,12,29,41,1484,278,1127,79
,City of Rancho Cordova,75869,225,5,12,56,152,1422,233,1004,185
,City of West Sacramento,54372,212,1,34,79,98,1603,236,1158,209
,Total area actually reporting,1,8322,96,647,2397,5182,51565,9157,35737,6671
,"Rate per 100,000 inhabitants",,354.1,4.1,27.5,102,220.5,2193.9,389.6,1520.5,283.8
"Saginaw, MI M.S.A.",,189217,,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,47954,707,9,34,51,613,743,245,421,77
,Total area actually reporting,1,1180,17,127,86,950,2731,578,1990,163
,"Rate per 100,000 inhabitants",,623.6,9,67.1,45.5,502.1,1443.3,305.5,1051.7,86.1
"Salem, OR M.S.A.2",,435428, ,,,,, ,,,
,Includes Marion2 and Polk Counties,,,,,,,,,,
,City of Salem ,175867,670,0,35,152,483,6488,680,4966,842
,Total area actually reporting,0.999,1152,6,90,232,824,12057,1454,9017,1586
,Estimated total,1,1176,6,114,232,824,12057,1454,9017,1586
,"Rate per 100,000 inhabitants",,270.1,1.4,26.2,53.3,189.2,2769,333.9,2070.8,364.2
"Salinas, CA M.S.A.",,434363, ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,156943,782,8,66,241,467,3532,742,1709,1081
,Total area actually reporting,1,1433,15,139,368,911,7735,1524,4562,1649
,"Rate per 100,000 inhabitants",,329.9,3.5,32,84.7,209.7,1780.8,350.9,1050.3,379.6
"Salisbury, MD-DE M.S.A.",,413262, ,,,,, ,,,
,"Includes Sussex County, DE and Somerset, Wicomico, and Worcester Counties, MD",,,,,,,,,,
,"City of Salisbury, MD",33132,294,0,19,58,217,1422,207,1170,45
,Total area actually reporting,1,1370,5,124,193,1048,8572,1491,6817,264
,"Rate per 100,000 inhabitants",,331.5,1.2,30,46.7,253.6,2074.2,360.8,1649.6,63.9
"Salt Lake City, UT M.S.A.3",,1237086, ,,,,, ,,,
,Includes Salt Lake and Tooele Counties,,,,,,,,,,
,City of Salt Lake City,202426,1442,13,234,403,792,11452,1290,8902,1260
,Total area actually reporting,1,4536,37,882,901,2716,41240,4904,31788,4548
,"Rate per 100,000 inhabitants",,366.7,3,71.3,72.8,219.5,3333.6,396.4,2569.6,367.6
"San Angelo, TX M.S.A.",,121245, ,,,,, ,,,
,"Includes Irion, Sterling, and Tom Green Counties",,,,,,,,,,
,City of San Angelo,101072,357,5,56,32,264,3173,512,2437,224
,Total area actually reporting,1,398,6,82,34,276,3491,607,2632,252
,"Rate per 100,000 inhabitants",,328.3,4.9,67.6,28,227.6,2879.3,500.6,2170.8,207.8
"San Antonio-New Braunfels, TX M.S.A.3",,2552063, ,,,,, ,,,
,"Includes Atascosa, Bandera,3 Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson3 Counties",,,,,,,,,,
,City of San Antonio,1559166,11046,105,1630,1965,7346,67422,8172,51469,7781
,City of New Braunfels,88706,219,2,21,25,171,1120,209,805,106
,Total area actually reporting,0.998,13155,130,2003,2213,8809,83646,11079,63323,9244
,Estimated total,1,13166,130,2004,2213,8819,83725,11096,63376,9253
,"Rate per 100,000 inhabitants",,515.9,5.1,78.5,86.7,345.6,3280.7,434.8,2483.3,362.6
"San Diego-Chula Vista-Carlsbad, CA M.S.A.",,3346196,,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,1441737,5215,50,561,1346,3258,27141,3543,18426,5172
,City of Chula Vista,275230,904,3,61,265,575,3816,486,2503,827
,City of Carlsbad,117220,240,3,40,39,158,2135,297,1671,167
,City of Poway,49928,51,2,2,12,35,490,91,354,45
,Total area actually reporting,1,11417,86,1106,2892,7333,55242,7696,37865,9681
,"Rate per 100,000 inhabitants",,341.2,2.6,33.1,86.4,219.1,1650.9,230,1131.6,289.3
"San Francisco-Oakland-Berkeley, CA M.S.A.",,4739872,,,,,,,,,
,"Includes the Metropolitan Divisions of Oakland-Berkeley-Livermore, San Francisco-San Mateo-Redwood City, and San Rafael",,,,,,,,,,
,City of San Francisco,886007,5933,40,324,3055,2514,48780,4644,39887,4249
,City of Oakland,434036,5520,78,372,2859,2211,27868,2599,20228,5041
,City of Berkeley,122788,618,0,74,369,175,6256,771,4993,492
